Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3
60,0,21.6,38.2,19,41.56,22.89,38.4
60,0,24.73,39.5,27.89,32.56,26.2,37.5
50,0,21.79,42.76,19.1,46.4667,23,39.7
70,10,20,37.76,18.29,36.6267,20.29,35.09
50,0,23.79,35,20.85,37.09,24.2,35.4
30,0,20.1,37.0567,17.0333,40.6667,20.3233,37.03
80,0,24,40.1933,24.2257,36.0286,24.6333,38.5
50,0,25.1,39.79,28,32.09,26.1,38.5
510,20,19.7,36.16,18.4267,35.9333,19.7,36.312
60,0,24.1,47.7,22.5333,49.0267,25.3233,42.7
50,0,20.73,41.9,19.7,42.26,21.2,41.03
90,20,22.39,41.9,21.65,41.09,21.7,43
530,10,20.1667,39.1567,19.26,37.9667,20.865,37.8725
50,0,22.39,39.09,21.1333,38.8333,22.7,38.29
110,0,22.79,44.3633,20.6333,45.1567,24.5333,40.2
50,0,21.5,36.1267,18.79,38.8267,22.1,36.09
50,0,22.6333,37.3267,20.79,38.53,23.39,37.56
60,20,20.79,37.09,18.6,40,22,34.5
50,0,21.7,40.2,18.8233,44.3267,22.6,38.29
70,0,21,44.59,19.6,45.03,21.5,42.5
70,0,20.79,44.8333,20.1,42.79,21.79,45.09
50,0,20.7,37.09,18.9,40.0667,21.76,35.2667
160,20,22,42.9,20.5667,44.09,23.1,39.3267
60,0,21.2,38.9667,17.6,44.4333,22.29,36.5
40,0,21.39,38.73,19.1,41.9667,22.1,37.29
50,0,20.29,39.8633,19.5,38.9333,20.525,40.2675
210,0,19.5,38,18.96,39.1,19.89,36.9667
190,0,19.39,38.53,16.2,43.23,20.2,37.29
60,0,22.2,39,19.6667,41.3633,22.26,38.76
70,0,20.89,38.4,24,34.4667,22.39,34.425
40,0,20.79,35.4,16.89,42.23,21.7,36
180,0,20.29,38.6333,18.1333,40.06,20.5333,39.03
80,0,21.1,37.79,19.89,37.29,20.89,38.09
60,0,21.76,44.59,20.2,46.5,23,41.73
60,0,21,37.59,18.5,40.2,22.6,36.79
60,0,24.39,38,23,37.76,24.7,37.7
80,0,24.7,40.76,23.2,39.76,25.26,38.7
60,20,20.89,37.7667,18.39,39.9667,21.1,36.9667
50,0,20.29,37.2,19.39,36.76,19.39,39.9
220,0,20.1,45.6933,19.2,43.9,20,44.79
240,0,25.8233,47.1967,27.79,38.86,28.58,42.298
90,0,24.39,32.8,21.83,34.4,23.9725,34.2
50,0,24.89,47.79,22.89,49.4,26.6667,43.9
40,10,21.26,45.86,20.5,43.8633,21.9175,44.5675
50,10,21.2,37.3633,18.6,39.8633,21.39,37.59
60,0,21.89,42.7667,20.29,45.9667,23.3233,38.59
60,0,22.29,41.5,19.79,44.79,24,39.59
60,0,25.1,39.2233,27.5667,31.89,26.1,38.4
50,0,21,35.29,17.79,39.09,20.29,36.9
50,0,22.89,41.4,20.89,43.1529,24.7,40
50,0,21.2,38.8267,17.8567,44.26,22.2,36.4
50,0,21.76,42.53,21.1,41.4,23.1,42.9333
70,10,20.79,35.56,22.2675,31.9425,21.5,35
50,0,23.29,44.8633,21.8186,45.4,24.79,41.79
70,0,19.89,43.56,19.29,41.1633,20.6,41.1725
40,0,21.5,35.59,18.5667,38,22.2675,35.595
140,30,22.8567,45.4,22.2,43.86,21.89,46.53
50,0,21.1,35.4,19.5333,36.06,19.89,37.236
90,10,20.6667,31.93,19.2,30.9633,19.6,33.1567
50,0,23.4267,35.59,20.2,38.772,24.29,36.94
40,10,21.2,44.9667,20.6,42.6,21.39,43.29
40,0,21,37.59,18.4267,40.1267,22.6,36.79
90,0,20.5,36.9,19,35.9667,20.0714,36.51
60,0,24.76,37.4667,24.0333,35.6267,26.0571,36.8057
70,20,21.29,41.8267,18.1667,47.0967,22.9633,38.53
40,0,22.5,42.29,21.79,41.09,23.1,42.73
50,0,20.89,35.4,17.79,38.59,22,35.9333
60,0,21.23,45.3633,20.5,43.06,21.6,43.79
50,0,21.1,40.29,20.3233,39.2,21.2,42.7
110,0,23.575,43.4975,27.2086,36.4086,24.8233,39.6267
60,0,24.1,38,22.39,38.7,24.5333,37.79
90,0,24.89,50.1267,23.2,50.7,25.8233,45.1633
40,0,17.9267,43.9,17.1333,44.3267,19,42
60,0,22.2,41.5,19.7,44.2,24.4633,39.76
70,0,24.865,47.295,22.7,49.3686,26.6,43.6267
60,0,24.1727,38.8509,23.2255,37.6364,24.8982,37.5409
70,20,21.5,44.23,20.9267,43.76,20.29,45.79
50,0,19.23,46.8267,18.5,46.7,19.79,45.29
50,0,21.1,43.4,19.7,44.29,21.89,42.09
70,0,21.2,41.1,18.1,45.4633,23.6,39.4
70,20,20.5,38.5,17.89,40.9333,20.9267,37
70,10,20.6,36.29,19.2,36.2,20.04,36.44
60,0,21.1,39.59,19.29,41.9667,21.89,37.8633
50,0,17.29,43.2,16.3567,43.23,17.7,41.2
270,10,20.365,39.35,19.29,38.1633,21.6333,39.6267
50,0,21.2,35.5,19.7,36.6633,21.7,35.29
110,0,22.89,34.79,20.79,35.2,22.5,35.03
240,0,22.6,40.29,20.29,42.49,25.1333,38.79
60,0,18,36.23,16.79,37.4667,18.29,37.53
100,0,21.2,37,20.1,37.29,20.89,36.45
120,0,20.79,40.93,17.79,44.7,23,39.4333
60,0,21.1667,44.03,20.5,41.79,21.5,43.06
150,0,21.2,33.7,19.73,32,23.8267,37.9333
50,0,21.6,35.4,18.2,39.245,23.39,35.4
320,0,22,37.5667,20.6,36.4667,22.1,35.8267
50,0,22.1333,38.2,20.79,38.23,22.3233,37.59
50,10,20,38,19.5667,37.59,18.73,39.59
70,0,23.3233,29.4267,24.89,24.5967,23,32.1267
60,0,22.6,41.29,20.79,42.8633,23.39,39.79
100,0,21.1,37.8633,19.26,37.9667,21.89,35.9333
60,0,19.89,42.7,19.3233,40.7233,20.8233,41.7667
60,0,21.29,39.76,18.2,44.23,22.5,38.9
210,0,20,38.9667,18.29,39.93,20.7,37.4333
50,0,23.1333,41,20.7,43.79,24.6,39.4
70,0,22.29,38,19.9267,40.1567,23.1667,36.9
40,0,20.89,36.5643,18.89,38.09,21,38.6686
30,10,18.79,44.7233,18.2,44.0667,19.815,44.82
150,30,22.1,38.1333,19.79,39.2667,21.29,38.4333
60,0,21.76,38.59,19.39,40.8267,22.6,37.9
50,0,19.6333,37.2,17.29,39.8267,20.1,38.8267
30,0,20.2,37.2,19.29,36.79,19.365,39.9
290,0,26.1,41.7,26.29,38.09,29.16,37.656
160,10,21.29,35.4333,19.5,37,20.29,35.4
40,0,21.2,38.1633,18,42.4,21.89,36.5
370,0,20.79,36.73,18,39.79,21.6,35.29
50,0,22.3233,38.9,20.1,41.06,22.0667,38.26
50,0,24.5855,51.0839,23.936,49.5744,27.0661,45.1155
50,0,22.89,45.8267,21.2,47.7,25,42.23
90,0,21.3233,39.23,19.2,42.09,22.29,37.59
70,0,21.89,41.29,20.5,42.59,22.89,38.59
100,10,19.79,47.0333,19.5,45.29,20,45.03
50,0,21.7,44.79,20.89,44.1633,22.29,44.9
270,0,22.89,36.53,22.76,34.4,27.1333,38.4667
60,0,21.1667,46.56,19.89,46.7,21.9633,42.8267
80,0,22.6,37.4,20.7,38.7,23.39,37.6267
110,0,23.1,39.4333,20.89,39.16,23.6,33.5267
190,20,21.5,46.23,20.7,44.79,21.5,43.2
80,0,22.1,34.5,20.39,35.59,20.89,36.26
330,0,21.1,38.2725,20,36.76,20.6333,37.1567
100,20,23.6,37.29,22.08,37.254,24.218,35.978
50,10,21.79,39.4,20.1667,40.3267,23.79,36.4
50,0,21.5,35.7,18.5,38.09,22.29,35.73
40,0,20.5,36.79,17.5333,40.56,20.2,36.79
110,10,21.84,39.85,20.0333,37.9567,21.79,35.8
70,20,22.89,43.7,21.978,43.92,24.39,39.5
50,0,23.1,38.89,21.1143,38.9543,24.2,36.8686
60,0,21.2,38.79,18.8233,42.5,22,36.9
60,0,21.2,40.76,18.8233,44.2233,22,38.09
70,0,22.5,41.4,22.89,38.2,23.29,39.2
50,0,21.39,39.79,18.29,44.29,22.5,38.9667
40,0,19,39.09,17.7225,39.2675,18.89,39.2
50,0,20,39.7,19,37.8333,20.29,36.9
60,0,18.3233,46.1633,17.9267,45.7233,19,43.59
40,10,20.79,36.5,18.2,39.79,22.05,34.245
50,0,22.1333,39.1267,22,36.26,22.39,36.79
100,30,23.29,38.7,22.2,38.1725,22.29,42.4333
110,0,21.2,39.5,19.39,41.56,22.1,37.59
140,20,24.39,39.09,23.8233,37.2,25.2,37.7675
60,0,24.29,38.29,22.7,38.2,26.3233,38.26
60,0,21.2,40,20.29,40.09,21.79,37.7
80,20,22.2,34.4,19.89,35.9667,21.79,34.09
40,0,22.29,39.4,20.5,41.1267,23.23,37.73
60,0,25,48.09,23.79,47.9667,26.2,43.79
100,10,19.89,38.73,19.2,37.9667,20.2,36.9
230,10,22.79,28.1933,22,26.36,22.5,34.56
120,20,21.26,43.2967,20.7,41.2,21.5,43.53
80,0,21.5,35.2,18.4633,38.7,22.6,34.6267
60,20,21.4267,35.3267,18.89,37.59,21,35.2
20,0,19.1,41.9633,18.4633,41.1633,19.29,43
80,0,21.2,36.3267,18.0667,40.3633,22.1,35
50,0,22.7,38.9333,21,39.6633,22.6,37.79
100,0,22,45.7333,22.1333,42.4567,23.1,38.9
40,0,20.6333,40.53,19,40.4,20.26,40.29
50,0,21.7,36.4667,25.1,30.5,22.6,35.09
150,0,23.2,38.1933,22.9633,35.6267,23.2,36.3633
30,0,17.39,42.59,16.5,42.9,17.7,40.79
80,0,22.7,39.7,21.79,38.09,24.1,36.8633
30,0,22,45.26,21.7,43.79,22,44.59
50,0,23.23,40.6567,21.3329,41.7771,24.79,39.29
60,0,25.39,49.1633,24.315,48.7225,26.3567,45
50,0,22.39,43.7,20.39,44.4333,23.29,40.76
80,0,22.89,45.03,20.79,47,24.6,40.45
70,0,23.39,34.4,24.26,29.89,23.2,33.9
90,0,23.6,36.2333,22.6714,32.2257,23.9529,34.1
40,0,22.1,40.9,18.89,46.2,24.1,39.2
750,20,21.1,44.6933,20.29,42.59,22.89,42.5667
50,0,18.6,39,17.2,39.5,18.89,39.29
50,0,21.2,41.4,18.39,44.7,23.1,39.59
120,10,21.6,37.5667,20.3233,37.9333,21,37.59
60,0,22.0667,43.26,19.79,44.7,23.4633,40.8633
60,0,20.29,36.9,20.79,34.79,20.1,36.29
100,20,23.2,45.1,22.6333,43.1267,22.5,44.6022
60,0,24.6309,50.3848,24.1072,48.5242,26.9652,44.5609
90,0,19.29,40.6633,18.7,39.7,19.29,42.09
70,0,22.89,40.56,20.7,42.6633,23.1,39.5
60,0,21.79,41.9,19.6,45.1633,24.2,40
50,0,21.89,35.56,19.1,37.4,22.2,35.7
40,0,20.79,37.4,18.89,38.1633,20.89,38.9
60,0,20.5667,42.26,19.79,40.09,21,40.3267
140,0,20.2,37.0967,20.6975,35.245,20.0333,36.23
30,0,19.79,43.9,18.89,44.29,20.2,44.1267
50,0,20.89,40.7,17.89,45.29,23.1,39.79
130,20,21.5,41.29,20,43.1267,24.2,39.89
60,0,22.1333,39.4,19.7,42.29,23.2,39.79
130,0,21.4267,34.79,19.39,33.7,22.5,35.36
50,0,22.39,38.73,19.29,41.73,22.5,38.09
70,0,21.6,45.79,21.2,44.59,21.79,44.56
90,10,20,37.29,17.7,39.4667,20.1,36.59
60,0,24.73,38.79,23.4267,38.23,25.6,38.4
120,0,23.5667,47.66,21.89,47.6633,25.365,40.6725
60,0,25.2,48.5,23.89,48.4,26.2514,44.9986
70,0,22.5,41.7,20.39,43.9333,23.5,40
40,20,21.89,34.9,19.5333,36.8633,21.39,35.29
40,0,18.6,40.5,17.26,40.9667,19.0667,39.8633
60,30,21.79,48.7,20.76,46.23,22.3567,44.9
360,0,22.39,37.79,22.29,35.29,25.1725,36.675
50,0,22,42.3267,19.79,45.59,23.7,40.2
60,0,20.7,37.2,18,40,21.1,37.7
50,0,20.89,36.59,18.2,39.79,20.1,36.59
50,0,20.39,42.3267,19.39,42,20.89,44.4
270,0,21.5667,41.79,19.3233,45.56,23.23,39.9333
50,20,21.89,38.06,20,38.5,21.2,39
390,0,19.89,34.9667,19.2,32.4667,20.53,35.1967
60,0,24.7,38.4333,22,40.5129,24.5,32.7667
90,0,21,39.29,18.29,43.4667,22,36.7
80,0,24.39,41.79,29.1333,33.2267,26.2,38.4
110,10,21.4633,37.1933,19.3567,38.8633,21.29,35.3333
50,0,24.23,39.2,23.6233,39.0667,26.1,37.26
50,0,21.7,35.4,18.29,39.29,23.365,35.295
40,0,20.39,35.9,18.5667,36.8267,20.1,37.9
40,0,21.29,45.59,20.5,43.7,21.8233,44.4333
130,10,22.7,42,21.89,41.79,22.5,43.5
60,0,23.6,41.03,22.1714,40.9,24.4686,38.94
180,0,24.1,42.1267,26.5941,34.59,27.1333,40.3633
70,0,21.7,41.73,21,40.3633,22.6,43.2
130,0,23.6333,43.7,22.5,42.7257,24.39,40.03
100,0,21.2,40.1333,19.6333,39.4,22.29,40.26
60,0,22.6,44.2,20.29,47,24.6,40.59
20,0,20,41.4,18.29,41.59,20.1,40.9
70,0,22,38.45,18.89,42.8633,22.79,37.5225
50,0,22.39,35.4,19.76,37.53,23.2,37.03
50,10,21.89,46.2,21,45.79,23.2,46.23
80,0,24.79,35.2,25.1,31.8567,24.2,36.03
50,0,21,39.5,18.2,43.9667,22.39,38.9
50,0,21.6,42.56,20.89,41.5,23.1,43.09
60,0,22.5667,39.2,19.39,44.2,23.29,39.5
430,10,25.5,46.6,25.2643,42.9714,26.8233,41.1567
100,20,22,43.0267,20.6333,43.53,23.2,39.29
50,0,21.39,42.79,20.5667,42.9,21.4633,43.56
430,0,21.43,44.86,20.39,42.0967,21.9633,41.4
610,0,21.5,38.2667,20.5,36.8267,24.39,37.53
170,20,25.39,39.2,26.2,35.26,26.5,37.79
50,0,20.6,40.53,18.9633,40.4,20.26,40.3633
120,0,22.1,39.59,21.1,39.8267,22.7,37.7
100,0,24.7,52.2667,24,51.43,26.6333,45.1633
70,0,20.89,40.79,19.6667,42.5667,22.1,37.9333
380,20,21.075,45.3725,20.5,44.2,20.1,45.53
50,0,20.79,35.29,17.6333,39.2,20.29,36.9
60,0,20.5,37.59,17.39,41.7,23,36.59
160,0,17.39,37.03,16.39,37,17.79,37.2
50,0,21.7,41.2,18.79,46.29,24.1333,39.4
80,20,21.5,38.26,20.5667,37.7,20.7,41.4
390,0,21.7,33.7967,19.6,33.9,22.6633,36.2333
70,20,21.5,44.4667,19.8233,44.53,21.29,41.26
100,0,22.1,35.9333,19.89,37.2,22.5,33.8633
390,10,20.89,33.86,19.53,33.99,19.93,37.2233
50,0,21.6,36.9333,18.7,40.3333,22.6333,35.86
50,0,20.6,40.2,18.79,41.5,21.39,40.79
70,0,22.79,37.03,21.7,36.9667,22.79,37.7
120,0,19.6333,37.8,17.6,36.8633,19.7,36.7
120,10,22.2,38.9667,20.29,40.6333,21.7,36.56
50,0,21,36.56,18.3233,39.76,20.1,36.53
50,0,20.39,46.29,19.76,44.59,20.2,45.4
40,0,18.6667,42.29,18,41.5,19.7,43.29
50,0,22.6,38.79,20.0667,41.7,22.1,37.59
110,0,22,38.56,20,39.29,22.39,37.59
50,0,21.29,35.7,18.3567,38.09,22.1,35.9333
290,0,22.2,37.6233,19.5333,39.0333,23.1333,34.29
60,0,24.6,38.4,23.6,36.8267,26.29,37.9
50,0,18.79,44.59,18.05,43.845,19.5,43.9667
110,20,22.39,45.9667,22.0333,44.0667,22.075,45.975
50,0,21.89,41.1267,19.2,44.5,24.39,39.9
100,0,25.1,41.6267,23.5,38.156,23.7,32.0667
140,0,21.5667,39.7267,19.9633,39.8,21.7,36.2
90,20,22,41.79,21.3567,41.2,20.5333,44.2
50,0,22.2,40.73,19,45.2,24,38.9
100,0,22.7,38.3333,21.2,37.06,22.6,35.9
50,0,22.2,39.9,22,38.245,22.4267,38.3267
50,0,20.29,36.7,18.5,37.4,20.4633,37.26
170,0,25.29,46.1933,24.1,45.36,25.89,42.2
60,0,22.0667,39.56,25.865,32.62,23.2,37.59
70,0,23,34.7667,21.2,33.4,23.7,33.1633
60,0,20.9633,41.9,20.29,40.7233,22.0333,41.03
50,0,22.2,39.29,23.1,36.59,22.2,37.9
40,0,22.79,36.59,20.2,38.9667,22.6667,36.3633
210,0,20.89,37.23,19.39,37.9,21.7,35
50,0,23,40.4,25.03,36.5267,24.2643,36.9714
60,0,22.1,43.9,19.5,47.59,24.7,41
80,0,20.89,43.1333,20.2,40.4,21.7,41.09
50,0,22.29,41.79,19.89,44.1633,24.5667,40
80,0,22.1,41.86,20.39,43.86,23.29,39.23
20,0,20.1,45.09,19.29,44.59,20.5,44.29
1080,30,21.93,42.7667,21.04,38.08,20.7,40.6333
110,10,21.5333,40.2667,19.6975,39.4475,21.23,39.03
710,10,21.73,44.9,21.34,43.79,21.29,45.1
60,0,21.1333,47.03,19.89,46.9,22.29,42.7
40,0,17.625,43,16.9267,42.59,18.39,43.7
90,0,21.89,41,20.5,42.09,23,38.5
120,20,21.7,36.03,21.29,34.06,22.39,34.9
80,0,21.39,38.7,21.0889,38.05,20.5333,40.2
480,10,22.76,40.73,22.1,39.5,21.23,42.29
40,0,21.1,37.79,19.1,38.1267,20.7,38.9667
80,0,21.5,45.6267,21.1,43.06,22.29,40.09
50,0,24.79,47,22.6714,49.5643,26.1,43.4
50,10,21.79,34.76,20,35.29,21.2,35.09
50,0,21.29,39.4,18.6,43.2675,22.29,38.4
40,0,21.79,35.09,18.29,39.59,21.5333,35.79
60,0,21.29,39.7,18.1667,44.29,22.39,38.76
50,10,22,47.06,21.1,46.59,21.7,46.5
50,0,22.2,41.09,21.6,40.4,21,42.5
70,10,20.1667,35.4333,17.6667,37.1633,20.5667,38.6267
70,0,20.6,36.43,19.86,37.1,21.4267,34.4333
70,0,21.1,35.3333,18.6,36.4,20.6,37.7
50,0,18.79,43.7,17.89,44.09,19.6,43.09
50,0,21.1333,41.4,18.29,44.7,23.1,39.59
50,0,22.29,35.29,18.89,38.76,21.39,35.5
60,0,22.79,39.5267,21.79,38.2233,23.0667,37.9
110,0,22.8233,36.4633,20.2,37.59,23.6,33.7
470,0,20.1,37.5667,18.3233,39.5,21.9933,35.1
90,0,20.89,39.2,18.2,43.23,22.1,36.6633
310,10,22.2,43.43,21.6333,41.8267,23.9633,39.8633
40,0,19.6333,37.8,17.9267,38.8267,20.29,37.09
100,30,21.39,39.03,19.745,40,20.79,38.09
40,0,19.39,37.09,17.1,39.745,19.89,39.1633
50,0,19.39,37.53,17.7,39.2,20.58,37.2
110,10,23.5,40.0267,20.76,43.3633,24.0333,37.6567
80,0,21.29,35.79,17.79,40.76,21.5,36.09
40,0,21.0667,38,18.2,41.53,23.2,36.5
110,10,20.7,42.93,19.4633,42.5,20.4267,41.5667
240,0,21,34.89,20.1667,33.0667,21.39,34.7
30,0,21.2,38.26,18.5,41.45,23.2,36.29
50,0,21,38.8333,19.6,38.2,22.66,37.858
60,10,21.89,40.59,19.6,42.59,22.89,38.9
60,0,22,44.8633,20.29,46.1,23.2,39.1267
260,0,21.23,38.8267,19.9267,38.2233,23.6633,37.03
40,0,21.39,43.2,20.1,43.79,21.89,42
60,20,20.575,37,17.8567,39.9,20.1,37.29
240,0,21.5,45.8333,20.39,44.79,21.5,44.09
50,0,23.29,34.3267,21.39,34.6633,23.3233,36
50,0,21.5667,42.2,20.73,41.3633,20.79,44.59
60,0,23.89,47.66,21.6667,49.86,26.2,44.3267
100,0,21.1,35.6633,19.3233,36.9667,20.29,35.3633
40,0,18.39,38.79,17.5,38.79,18.5,39.29
110,20,22.0667,44.3333,19.8567,44.8633,22.89,40.09
120,0,22.6,38.9667,21.2,39.5,22.7,37.79
130,20,22.7,42.6333,21.76,41,21.9267,43.4
90,0,23,37.09,22.39,35.3633,23.2,36.4667
50,0,21.79,41.9,19.5333,45.29,24.2,39.9
130,0,21.79,42.23,20.29,43.3267,22.7,38.76
130,0,20.025,39.695,18.1,40.9667,20.79,39.678
50,0,22.1,41.3633,20.3567,43.4333,23.5,39.7
60,0,21.7,35.7725,19.7,36.2333,21.26,35.8333
460,0,21,38.1633,19,38,21.7,35.9
50,0,21.3233,35.7,18.3233,38.2,22.39,35.9333
30,0,21.79,37.3267,19.2,39.9,22.23,37.1567
70,0,23.39,34.8633,23.2643,31.7643,24.2,34.9475
50,0,23,42.0667,21.6,42.9,23,39.4
50,0,21.4267,37.53,19.7,37.09,20.79,38.4
80,20,22.89,38.545,21.89,37.76,21.6,41.79
90,0,22.5,39.59,23.26,36.4,23.1333,38.09
60,0,24.39,38.4333,23,37.76,26.39,38.2
20,0,21.39,36,19.39,37.1057,20.89,38.2
30,0,21.6,37.09,18.76,40.29,22.6333,35.9333
130,0,22.1,42.8633,20.7,43.8333,23.6,38.245
60,0,22,42.2,20.5,43.7,23.2,39.09
40,0,22.29,39.6633,21.76,38.3267,22.6,38.4
50,0,21.79,36,18.6333,38.3267,22.6,35.975
70,0,21.9633,38.5,19.79,39.59,22.39,37.4
110,0,22.29,34.7667,20.1333,36.09,21.79,34.29
90,0,24.7,49.5967,27.138,44.46,25.16,46.334
60,0,24.5355,51.8529,23.7477,50.7295,27.1771,45.7255
40,0,20.6,37.23,18.73,38.1267,21.87,36.2
440,20,20.7,39.4633,18.89,41.23,21.79,35.73
190,10,22,42.2,19.1,46.5,23.9633,38.9667
230,0,20.9267,42.39,20.2,39.93,21.7633,45.59
80,0,21.29,39.7,19.6,40.79,21.9633,37.5
50,0,18.79,45.56,18.1,45.1267,19.8567,44.9
50,0,22,38.8633,19.5,41.29,22.29,38.8633
120,0,24.89,53.3633,23.9633,53.0267,26.29,45.9667
40,0,18.89,46.9,18.245,46.745,19.6,45.1633
50,10,20.5,37.1633,18.9267,37.9,20.5,36.06
140,0,19.39,34.4333,18.9633,32.03,20.5,35.6333
320,10,21.445,36.45,18.79,38.8633,23.0333,34.4333
40,0,24.79,47,22.6,49.572,26.1,43.5
100,0,22.79,44.8633,20.5,45,24.5,40
50,20,21.39,42.59,20.79,41.6567,23,42.9667
80,0,22.2,38.29,19.76,40.9333,22.89,38.045
40,0,24.8567,47.6633,24.6,46.4,26,43.518
80,0,19.7,38.4,20.6,37.1,20.1,37
50,10,21.29,39.09,18.29,43.3267,22.2,37.9333
60,0,22,41.4333,21.2,40.59,21.5667,42.59
30,0,20.5,42.245,19.6,41.79,20.9267,44.29
110,10,19.7,39.86,18.8567,40,20.26,40.7967
40,0,21.0667,42.4667,20.1,42.2,20.5,44.7
50,0,21.79,34.29,20,34.79,21.2,34.9
80,0,21.6,35.2,18.5333,38.3633,22.5333,34.5
100,0,24.6667,52.3333,23.8233,51.8267,26.7,45.09
50,0,20.5,36.2,16.79,41.56,20.39,37.145
100,0,25.3567,48.5,24.6971,46.9657,26.1487,43.585
90,0,24.7764,48.1477,24.655,45.1637,26.6423,42.7864
250,20,20.39,41.4,19.6,39.26,22.03,41.6567
50,0,22.1333,44.6267,21.1,44.9,22.8233,41.9633
80,10,20.0333,43.4333,19.1333,42.4,20.6,43.9
60,0,21.1,41.4667,18.6667,45.29,22.2,38.245
100,10,20.79,41.2,20,39.8267,21,42.4
230,0,19.7,38,17.6,39.7,21.5667,39.1267
120,0,22.5333,39.9667,20.89,41.4333,22.1667,38.5
20,0,23,41.09,21.0125,42.1313,24.7,39.73
50,0,24.0333,44.86,22.39,45.29,26.7,40.245
280,10,22.2,44.6,19.7,48.6,24.345,40.7225
60,0,24.4945,52.4821,23.5937,51.6747,27.2679,46.2245
50,0,19.6,41.1267,18.2,41.59,19.7,40.7
50,0,19.6,41.3267,17.79,42.2,20.2,40.6267
50,0,22.5667,42.29,21.79,41.09,23.1,42.73
90,0,23.1,34.7,21.26,35,22.79,35
50,0,20.7,37.5,18.79,38.2,21,38.9
60,10,24.4633,38.9667,27.1667,33.73,26.1,37.03
60,10,21.29,34.9,19.8233,35.79,20.2,36.134
50,0,18.79,38.9,17.5,39.4,19,39.29
50,0,25.29,48.7,24.272,48.178,26.1,45.09
260,10,22.7,37.4333,23.1,33.3333,22.89,35.8633
50,0,21.26,37.4667,19.39,37.3633,20.79,38.59
90,0,22.8567,36.7967,23.1,34.03,27.1333,37.99
40,0,20.7,37.2,17.6,41.23,21.6,35.5
60,0,21.1,35.53,20.6,33.9667,20.29,36.1633
130,0,22.2,44.89,20.23,46.36,23.9633,40.4667
50,0,20.1333,39.4,18.76,39.09,19.73,40.09
140,20,22.89,35.3333,20.39,36.695,21.89,35.3633
50,0,20.79,43.4,18.89,46.4,21.6,39.9333
50,0,23.0333,38.9967,21.1,39,25.1,35.23
50,0,21,37.5,17.7,40.59,20.8567,37.76
60,0,21.7,39.09,22.3233,36.5,22.2,37.06
500,0,22.5,40.79,20.245,43.495,24.5333,38.2667
60,0,20.1,35.09,16.39,40.09,20.1,37
40,0,20.4267,40.5667,18.79,40.29,20.29,40.5
90,30,22.6333,38.8633,20.79,40.3633,22.29,38.23
100,0,19.89,38.29,18.125,37.645,20.1,36.76
70,0,22.6,39.4633,22.0333,39.3333,22.6,38.5
50,0,20.6,43.9,19.79,43.4667,20.6,44.29
50,0,19.2,43.8633,18.5,43.9,19.89,45
100,10,23.2,43.6333,22.7,42.6567,21.89,44.8633
60,0,21.4175,43.9,23.8567,38.7,21.89,40.7
90,10,22.7,37.9333,20.39,35.5,21.73,34.0667
50,0,25.1,35.4333,25.76,30.7,26.29,37.178
60,0,24.73,44.9,22.4267,46.09,25.89,42.5
600,0,23.1527,51.8259,25.1,44.3438,25.9415,45.121
110,10,21.3567,40.5,19.8567,40.49,20.79,41.4
40,0,21.4633,43.26,20.1,43.7,21.89,42.054
40,0,22.76,41.4,21.1,42.5,23.5,39.7
120,0,21.5,40.6667,20.23,39.6633,21.7,37.8633
40,0,21.29,43.3267,20.39,43.1633,21.7,43.73
50,0,21.2,44.9667,19.7,45.1267,21.8567,43.2
130,0,21.89,38.9633,20.7,36.86,22.5,36.3633
40,0,21.39,45.26,20.6,44.7,22.4328,44.9389
60,0,24.89,47.79,25.1,45.4,26.6,42
60,0,19.5,36.7,16.89,39.79,19.8233,36.9333
90,0,22.5,40.9,22.7,38.5,23.1,38.6633
100,0,22.6,36.4667,24.0233,34.3933,23.7,35.7
40,0,18.79,44.3633,18.1,43.79,19.5,44
70,0,22,44.7,19.7,48.79,25.1667,40.59
50,0,21.29,38.26,19.29,38.7,21,39.4333
80,0,20,47.2267,19.6,45.29,20.0333,45.3267
90,0,23.1,34.76,21.2,35.26,22.76,34.9
120,0,22.2,36,20,36.56,22.6,34.2
100,20,23.6,37.29,22,37.3971,24.236,36.09
550,10,18.7,43.4333,18.39,42.09,19.26,42.5267
60,0,21.8233,38.29,21.4878,37.4889,20.73,39.93
50,0,20.79,36.7,18.79,38.245,21,38.79
80,0,21.3567,34.09,20.05,34.29,20.79,35
60,0,24.34,39.45,22.6333,39.8267,25.79,36.79
40,0,20.6,35.2,17.29,39.59,20.39,36.9667
110,0,23.5,34.6567,22.6571,32.5514,24.18,34.054
50,0,19.8567,36.26,17.89,37.5267,20.1,38.2129
120,0,24.5,37,23.7,34.4,24.84,36.45
60,0,24.0667,43.59,21.89,46.2,25.1,40.53
50,10,19.84,57.395,18.9633,49.6667,20.29,44.4567
120,20,21,36.6633,18.4633,39.9,20.2,37.4
40,0,18.2,42.4333,17.39,41.9,18.39,43.59
100,0,22.6,40.6333,21.3567,41.5667,23.0667,39.26
60,0,21.6,37.4267,22.73,33.1333,22.39,35.1633
100,0,24,43.1267,23.79,36.01,24.5,37
140,0,22.79,36.56,21.2,37.2667,22.89,37.3633
240,0,24.7225,52.1925,24.1,51.06,26.1,45.745
300,0,21.5,43,20.6333,41.9,22.795,41.495
